i_atoms X_clmds Y_clmds C M sparse
26217 0.013969 -0.052993 1 0 0
26218 0.021945 -0.051028 8 0 0
26229 0.013525 -0.052991 1 0 0
26231 0.013531 -0.052990 1 0 0
26232 0.021208 -0.051090 8 0 0
26242 0.017526 -0.051970 8 0 0
26244 0.016519 -0.052139 8 0 0
26245 0.018505 -0.051466 8 0 0
26258 0.015215 -0.052397 8 0 1
26260 0.020009 -0.051620 8 0 0
26261 0.015693 -0.052016 8 0 0
26273 0.017029 -0.052133 8 0 0
26275 0.017117 -0.052118 8 0 0
26276 0.013962 -0.052173 8 0 0
26288 0.016263 -0.052238 8 0 0
26290 0.017658 -0.052032 8 0 0
26291 0.012739 -0.052323 8 0 1
26302 0.024905 -0.050354 8 0 0
26304 0.014957 -0.052471 1 0 0
26305 0.019143 -0.051217 8 0 0
26317 0.014035 -0.053012 1 0 0
26319 0.014044 -0.053011 1 0 0
26320 0.020955 -0.051149 8 0 0
26337 0.012926 -0.054800 1 0 0
26338 0.012942 -0.054797 1 0 0
26339 0.012926 -0.054800 1 0 0
26353 0.012182 -0.054816 1 0 0
26354 0.012476 -0.054889 1 0 1
26355 0.012557 -0.054836 1 0 0
26367 0.007601 -0.053513 1 0 0
26368 0.015372 -0.052336 8 0 0
26369 0.017927 -0.052724 1 0 0
26383 0.007592 -0.053793 1 0 0
26384 0.014812 -0.053580 1 0 0
26385 0.018502 -0.051923 1 0 0
26397 0.034091 -0.047113 8 0 0
26398 0.030198 -0.048816 8 0 1
26399 0.021020 -0.050995 8 0 0
26413 0.007052 -0.053672 1 0 0
26414 0.030947 -0.048599 8 0 0
26415 0.025389 -0.049932 8 0 0
26428 0.032245 -0.048344 8 0 0
26429 0.028783 -0.049330 8 0 0
26430 0.014302 -0.052694 8 0 1
26448 0.025013 -0.049812 8 0 0
26449 0.024100 -0.050526 8 0 0
26450 0.028825 -0.049333 8 0 0
26467 0.021484 -0.050571 8 0 1
26468 0.017824 -0.051589 1 0 0
26469 0.032971 -0.048346 8 0 0
26485 0.024955 -0.050333 8 0 0
26486 0.015129 -0.052302 1 0 0
26487 0.030428 -0.049060 8 0 0
26504 0.025751 -0.049762 8 0 0
26505 0.026845 -0.049907 8 0 1
26506 0.016448 -0.052803 1 0 1
26522 0.014045 -0.051886 8 0 0
26523 0.026771 -0.049986 8 0 0
26524 0.016835 -0.052702 1 0 0
26539 0.014039 -0.052536 1 0 0
26540 0.015070 -0.053047 1 0 0
26541 0.025053 -0.050409 8 0 1
26555 0.019114 -0.051604 8 0 0
26556 0.020317 -0.051248 8 0 0
26557 0.016125 -0.052320 8 0 0
26575 0.015448 -0.051928 8 0 1
26576 0.022943 -0.050819 8 0 0
26577 0.015731 -0.052861 1 0 0
26594 0.014132 -0.052976 1 0 0
26595 0.021990 -0.050986 8 0 0
26596 0.019509 -0.051081 8 0 0
26612 0.015356 -0.052582 8 0 0
26613 0.018754 -0.051543 8 0 1
26614 0.019196 -0.051686 8 0 0
26630 0.025493 -0.050180 8 0 1
26631 0.017310 -0.052282 1 0 0
26632 0.019050 -0.052357 1 0 0
26647 0.024076 -0.050394 8 0 1
26648 0.016590 -0.052504 1 0 0
26649 0.013991 -0.052714 8 0 0
26663 0.015491 -0.052104 1 0 0
26664 0.026539 -0.049979 8 0 0
26665 0.013010 -0.053882 1 0 0
26678 0.015289 -0.052395 1 0 0
26679 0.014752 -0.053250 1 0 0
26680 0.024619 -0.050290 8 0 1
26694 0.014917 -0.052360 1 0 0
26695 0.014666 -0.053305 1 0 0
26696 0.024336 -0.050594 8 0 1
26709 0.014610 -0.052472 1 0 1
26710 0.022429 -0.050926 8 0 0
26711 0.014538 -0.053374 1 0 0
26723 0.021443 -0.051062 8 0 0
26724 0.018685 -0.052155 1 0 0
26725 0.018632 -0.052615 1 0 0
26741 0.020040 -0.051283 8 0 0
26742 0.018282 -0.052319 1 0 0
26743 0.018359 -0.052605 1 0 0
26758 0.016631 -0.051908 8 0 0
26759 0.017991 -0.052634 1 0 0
26760 0.018564 -0.052673 1 0 0
26774 0.022653 -0.050836 8 0 0
26775 0.018561 -0.052237 1 0 1
26776 0.014695 -0.052821 1 0 0
26791 0.020078 -0.051190 8 0 0
26792 0.024731 -0.049941 8 0 0
26793 0.014457 -0.052694 8 0 1
26806 0.013514 -0.052290 1 0 0
26807 0.023553 -0.050519 8 0 0
26808 0.022674 -0.050906 8 0 0
26820 0.014277 -0.052379 1 0 0
26821 0.021439 -0.050722 8 0 0
26822 0.026542 -0.049960 8 0 0
26834 0.013708 -0.052257 1 0 1
26835 0.019706 -0.051006 8 0 0
26836 0.028057 -0.049597 8 0 0
26847 0.018043 -0.051581 8 0 1
26848 0.026149 -0.049840 8 0 0
26849 0.015095 -0.052564 8 0 0
26863 0.015523 -0.051761 8 0 0
26864 0.025616 -0.049942 8 0 0
26865 0.015463 -0.052429 8 0 0
26876 0.031056 -0.048917 8 0 0
26877 0.013696 -0.051946 8 0 1
26878 0.021852 -0.050823 8 0 0
26890 0.016254 -0.052375 1 0 0
26891 0.021788 -0.051070 8 0 1
26892 0.018516 -0.051671 8 0 0
26904 0.016611 -0.052343 1 0 0
26905 0.019479 -0.051268 8 0 0
26906 0.017238 -0.051840 8 0 0
26917 0.022734 -0.050838 8 0 0
26918 0.021603 -0.051028 8 0 0
26919 0.015238 -0.052841 1 0 0
26933 0.023160 -0.050706 8 0 0
26934 0.018496 -0.051386 8 0 0
26935 0.014891 -0.052999 1 0 0
26948 0.013918 -0.052770 1 0 0
26949 0.020667 -0.051210 8 0 0
26950 0.023363 -0.050663 8 0 0
26962 0.016208 -0.052038 8 0 0
26963 0.017771 -0.051541 8 0 0
26964 0.017540 -0.053228 1 0 0
26978 0.015032 -0.052970 1 0 0
26979 0.018555 -0.051346 8 0 0
26980 0.020874 -0.050838 8 0 0
26995 0.019435 -0.051264 8 0 0
26996 0.026711 -0.049672 8 0 0
26997 0.017243 -0.052860 1 0 0
27011 0.015484 -0.051908 8 0 0
27012 0.015393 -0.052378 1 0 0
27013 0.017663 -0.052194 8 0 0
27026 0.018970 -0.051514 8 0 0
27027 0.017831 -0.052351 1 0 1
27028 0.013598 -0.052819 1 0 0
27041 0.017474 -0.051751 8 0 0
27042 0.016982 -0.052596 1 0 0
27043 0.013385 -0.052869 1 0 1
27055 0.019421 -0.050733 8 0 0
27056 0.015149 -0.052059 8 0 0
27057 0.028222 -0.049880 8 0 0
27069 0.034153 -0.047782 8 0 0
27070 0.017905 -0.053236 1 0 0
27071 0.017899 -0.053238 1 0 0
27087 0.017671 -0.053263 1 0 0
27088 0.015012 -0.053872 1 0 0
27089 0.017157 -0.051990 1 0 1
27104 0.020985 -0.050138 8 0 0
27105 0.020300 -0.051271 8 0 0
27106 0.027773 -0.049965 8 0 0
27120 0.018150 -0.052681 1 0 0
27121 0.017932 -0.052721 1 0 0
27122 0.017514 -0.052220 8 0 0
27136 0.018288 -0.052677 1 0 1
27137 0.018312 -0.052680 1 0 0
27138 0.016917 -0.052328 8 0 0
27154 0.017148 -0.052299 8 0 0
27155 0.016399 -0.053154 1 0 0
27156 0.017395 -0.051898 1 0 0
27171 0.017974 -0.052901 1 0 0
27172 0.014707 -0.052858 1 0 0
27173 0.016169 -0.053002 1 0 0
27187 0.017398 -0.053041 1 0 0
27188 0.017398 -0.053041 1 0 0
27189 0.022123 -0.050876 8 0 0
27204 0.015479 -0.053862 1 0 0
27205 0.028132 -0.049510 8 0 0
27206 0.017473 -0.052997 1 0 0
27220 0.014374 -0.054298 1 0 0
27221 0.020002 -0.051161 8 0 0
27222 0.020234 -0.051605 8 0 0
27235 0.011516 -0.054286 1 0 1
27236 0.012222 -0.054420 1 0 0
27237 0.022989 -0.051007 8 0 0
27249 0.018405 -0.052899 1 0 0
27250 0.016954 -0.053457 1 0 0
27251 0.030259 -0.048974 8 0 0
27267 0.011670 -0.054276 1 0 0
27268 0.014064 -0.054355 1 0 0
27269 0.029395 -0.049292 8 0 0
27284 0.021125 -0.051483 8 0 0
27285 0.011612 -0.054289 1 0 0
27286 0.023241 -0.050438 8 0 0
27300 0.018307 -0.052645 1 0 0
27301 0.015171 -0.053676 1 0 0
27302 0.033886 -0.047847 8 0 0
27317 0.017110 -0.052768 1 0 0
27318 0.017111 -0.053367 1 0 0
27319 0.022280 -0.049644 8 0 0
27333 0.018275 -0.052071 8 0 0
27334 0.015806 -0.053676 1 0 0
27335 0.016367 -0.051897 1 0 0
27350 0.019015 -0.052317 1 0 0
27351 0.020066 -0.051327 8 0 1
27352 0.017686 -0.052971 1 0 0
27366 0.017574 -0.052700 1 0 0
27367 0.021278 -0.051113 8 0 1
27368 0.018902 -0.052411 1 0 1
27384 0.016585 -0.053135 1 0 0
27385 0.022563 -0.050869 8 0 0
27386 0.014313 -0.052756 1 0 0
27401 0.015276 -0.053050 1 0 0
27402 0.019404 -0.051450 8 0 0
27403 0.020391 -0.051527 8 0 0
27418 0.015027 -0.052926 1 0 0
27419 0.019489 -0.051414 8 0 1
27420 0.018751 -0.051784 8 0 0
27434 0.017217 -0.051973 8 0 0
27435 0.019654 -0.051309 8 0 0
27436 0.017755 -0.051787 8 0 0
27451 0.033220 -0.048370 8 0 0
27452 0.017672 -0.052007 1 0 0
27453 0.017346 -0.052648 1 0 0
27467 0.034253 -0.047656 8 0 0
27468 0.016922 -0.052428 1 0 0
27469 0.016712 -0.052988 1 0 0
27482 0.009552 -0.054097 1 0 0
27483 0.024471 -0.050710 8 0 0
27484 0.017449 -0.052063 1 0 0
27496 0.025126 -0.050322 8 0 0
27497 0.018935 -0.052469 1 0 0
27498 0.015726 -0.052517 8 0 0
27514 0.017666 -0.051459 1 0 0
27515 0.017036 -0.052419 8 0 1
27516 0.016315 -0.052434 8 0 0
27531 0.022089 -0.050462 8 0 0
27532 0.017885 -0.052976 1 0 0
27533 0.016631 -0.052262 1 0 1
27547 0.028203 -0.049340 8 0 0
27548 0.017104 -0.053057 1 0 1
27549 0.016511 -0.052341 8 0 1
27563 0.016838 -0.052045 1 0 0
27564 0.018773 -0.052720 1 0 1
27565 0.015197 -0.052632 8 0 1
27580 0.016680 -0.052855 1 0 1
27581 0.018907 -0.051503 8 0 0
27582 0.013590 -0.052760 1 0 1
27595 0.015014 -0.053017 1 1 1
27596 0.021485 -0.050963 8 0 0
27597 0.014569 -0.052970 1 0 1
27609 0.014891 -0.052994 1 0 0
27610 0.022008 -0.050886 8 0 0
27611 0.014971 -0.052987 1 0 0
27625 0.014000 -0.053098 1 0 0
27626 0.016683 -0.051731 8 0 1
27627 0.027138 -0.049767 8 0 0
27639 0.014238 -0.053066 1 0 0
27640 0.022779 -0.051015 8 0 0
27641 0.014237 -0.053067 1 0 0
27655 0.034758 -0.047730 8 0 0
27656 0.015628 -0.051829 8 0 0
27657 0.013807 -0.053382 1 0 1
27670 0.014167 -0.053094 1 0 0
27671 0.021916 -0.051160 8 0 1
27672 0.014163 -0.053080 1 0 0
27684 0.017837 -0.051131 8 0 1
27685 0.034319 -0.047525 8 0 0
27686 0.017712 -0.051106 8 0 0
27700 0.034512 -0.047777 8 0 0
27701 0.014109 -0.052648 1 0 0
27702 0.016085 -0.052512 1 0 0
27714 0.034035 -0.047850 8 0 0
27715 0.013346 -0.052672 1 0 0
27716 0.015283 -0.052583 1 0 0
27727 0.025882 -0.049919 8 0 1
27728 0.015466 -0.052739 1 0 0
27729 0.015114 -0.053042 1 0 0
27743 0.023073 -0.050297 8 0 0
27744 0.014832 -0.052717 1 0 0
27745 0.014516 -0.052941 1 0 1
27758 0.016440 -0.051765 1 0 1
27759 0.014439 -0.053236 1 0 0
27760 0.014589 -0.052328 8 0 0
27773 0.014569 -0.052104 1 0 0
27774 0.013637 -0.053281 1 0 0
27775 0.014325 -0.052100 8 0 1
27787 0.026773 -0.049758 8 0 1
27788 0.016206 -0.052542 1 0 0
27789 0.009199 -0.054171 1 0 0
27801 0.012646 -0.052944 1 0 1
27802 0.015735 -0.052703 1 0 0
27803 0.008524 -0.054245 1 0 0
27814 0.016325 -0.052003 8 0 1
27815 0.025130 -0.050185 8 0 0
27816 0.025138 -0.050184 8 0 0
27832 0.018429 -0.052391 1 0 0
27833 0.029857 -0.049113 8 0 0
27834 0.015926 -0.051979 8 0 0
27849 0.014871 -0.052570 1 0 0
27850 0.016071 -0.051428 8 0 0
27851 0.020153 -0.051657 8 0 1
27865 0.025018 -0.050118 8 0 1
27866 0.025882 -0.050006 8 0 1
27867 0.025057 -0.050122 8 0 0
27885 0.021302 -0.050790 8 0 0
27886 0.025301 -0.050128 8 0 0
27887 0.027033 -0.049674 8 0 0
27904 0.017089 -0.051708 8 0 0
27905 0.017763 -0.051457 1 0 0
27906 0.032038 -0.048667 8 0 0
27922 0.015391 -0.052299 1 0 0
27923 0.023785 -0.050460 8 0 0
27924 0.030421 -0.048925 8 0 0
27941 0.016362 -0.052075 1 0 1
27942 0.025655 -0.050118 8 0 0
27943 0.016175 -0.052162 1 0 0
27959 0.017305 -0.052510 1 0 0
27960 0.020704 -0.051300 8 0 0
27961 0.018857 -0.051623 8 0 0
27975 0.019811 -0.051360 8 0 0
27976 0.022714 -0.050753 8 0 0
27977 0.026782 -0.049588 8 0 0
27993 0.029433 -0.049277 8 0 0
27994 0.022965 -0.050700 8 0 0
27995 0.020811 -0.051197 8 0 1
28013 0.018341 -0.052010 1 0 0
28014 0.022805 -0.050911 8 0 1
28015 0.013638 -0.052643 8 0 0
28031 0.015719 -0.052463 1 0 0
28032 0.023035 -0.050745 8 0 0
28033 0.028911 -0.049688 8 0 1
28050 0.022849 -0.050890 8 0 0
28051 0.022247 -0.051012 8 0 0
28052 0.014798 -0.052741 1 0 0
28068 0.020857 -0.050723 8 0 0
28069 0.016625 -0.053155 1 0 0
28070 0.017587 -0.052015 8 0 1
28084 0.012192 -0.052282 8 0 0
28085 0.026268 -0.049992 8 0 0
28086 0.011019 -0.054150 1 0 0
28099 0.025484 -0.049852 8 0 0
28100 0.015256 -0.052234 1 0 1
28101 0.011578 -0.054270 1 0 0
28113 0.034422 -0.047719 8 0 0
28114 0.034409 -0.047723 8 0 0
28115 0.022091 -0.050771 8 0 0
28129 0.029016 -0.049333 8 0 0
28130 0.029488 -0.049190 8 0 0
28131 0.021449 -0.051103 8 0 0
28149 0.024855 -0.049816 8 0 0
28150 0.034895 -0.047674 8 0 0
28151 0.013732 -0.052718 8 0 1
28167 0.027563 -0.049646 8 0 0
28168 0.025375 -0.049858 8 0 0
28169 0.014883 -0.052950 1 0 0
28186 0.023712 -0.050473 8 0 0
28187 0.027241 -0.049130 8 0 1
28188 0.015416 -0.052560 1 0 0
28204 0.013066 -0.052586 1 0 0
28205 0.024909 -0.050279 8 0 0
28206 0.032863 -0.048340 8 0 0
28221 0.029433 -0.049340 8 0 0
28222 0.020614 -0.051025 8 0 0
28223 0.009560 -0.054024 1 0 0
28237 0.032371 -0.048573 8 0 0
28238 0.024402 -0.049992 8 0 0
28239 0.018004 -0.052783 1 0 0
28253 0.016155 -0.052440 8 0 0
28254 0.013953 -0.052307 1 0 0
28255 0.031263 -0.048943 8 0 0
28268 0.012939 -0.054311 1 0 1
28269 0.018399 -0.051444 1 0 1
28270 0.015389 -0.053063 1 0 0
28282 0.018700 -0.052702 1 0 0
28283 0.028560 -0.049390 8 0 0
28284 0.023461 -0.050629 8 0 0
28300 0.018185 -0.052092 8 0 0
28301 0.015991 -0.051285 8 0 0
28302 0.021990 -0.050759 8 0 0
28317 0.018611 -0.052679 1 0 0
28318 0.019927 -0.050440 8 0 0
28319 0.020097 -0.050983 8 0 0
28333 0.018320 -0.053019 1 0 0
28334 0.025480 -0.049927 8 0 1
28335 0.021448 -0.051080 8 0 0
28350 0.011330 -0.054306 1 0 0
28351 0.024711 -0.050280 8 0 0
28352 0.024007 -0.050501 8 0 0
28366 0.032178 -0.048564 8 0 0
28367 0.014703 -0.054212 1 0 1
28368 0.016902 -0.052289 8 0 1
28382 0.028111 -0.048377 8 0 0
28383 0.015736 -0.053806 1 0 0
28384 0.018775 -0.052591 1 0 1
28397 0.029550 -0.048149 8 0 0
28398 0.014717 -0.053994 1 0 0
28399 0.017840 -0.052378 1 0 0
28411 0.032151 -0.048613 8 0 1
28412 0.014984 -0.054091 1 0 0
28413 0.017435 -0.052198 8 0 0
28429 0.027195 -0.048480 8 0 0
28430 0.016258 -0.053740 1 0 1
28431 0.018622 -0.052733 1 0 0
28446 0.029356 -0.048108 8 0 0
28447 0.014800 -0.054091 1 0 0
28448 0.015603 -0.052388 8 0 0
28462 0.033649 -0.047737 8 0 1
28463 0.015247 -0.053964 1 0 1
28464 0.018435 -0.051887 8 0 1
28479 0.012647 -0.052234 8 0 1
28480 0.023355 -0.050921 8 0 0
28481 0.018445 -0.052976 1 0 1
28495 0.007892 -0.053800 1 0 0
28496 0.032249 -0.048453 8 0 0
28497 0.012366 -0.054342 1 0 0
28511 0.025754 -0.049925 8 0 0
28512 0.021120 -0.050781 8 0 0
28513 0.025733 -0.049930 8 0 0
28526 0.012606 -0.054831 1 0 0
28527 0.012825 -0.054817 1 0 0
28528 0.012815 -0.054818 1 0 0
28540 0.012903 -0.054803 1 0 0
28541 0.012942 -0.054799 1 0 0
28542 0.012946 -0.054798 1 0 0
28556 0.012511 -0.054849 1 0 0
28557 0.012099 -0.054825 1 0 0
28558 0.012252 -0.054817 1 0 0
28570 0.016836 -0.052937 1 0 0
28571 0.016809 -0.052943 1 0 0
28572 0.007542 -0.053540 1 0 0
28584 0.007628 -0.053564 1 0 0
28585 0.017668 -0.052677 1 0 0
28586 0.017670 -0.052677 1 0 0
28600 0.024894 -0.047613 8 0 1
28601 0.030306 -0.048533 8 0 0
28602 0.012013 -0.054276 1 0 0
28616 0.030277 -0.048052 8 0 0
28617 0.010780 -0.054230 1 0 0
28618 0.010792 -0.054230 1 0 0
28631 0.007518 -0.054074 1 0 0
28632 0.011242 -0.054184 1 0 0
28633 0.011255 -0.054186 1 0 0
28645 0.016314 -0.053201 1 0 0
28646 0.015909 -0.053438 1 0 0
28647 0.007647 -0.053508 1 0 0
28660 0.007344 -0.053404 1 0 0
28661 0.018195 -0.052561 1 0 1
28662 0.018128 -0.052572 1 0 0
28674 0.023925 -0.050490 8 0 0
28675 0.021188 -0.050737 8 0 1
28676 0.014669 -0.052568 8 0 0
28691 0.017808 -0.051392 8 0 0
28692 0.015535 -0.052227 1 0 1
28693 0.026806 -0.049885 8 0 0
28707 0.024218 -0.050334 8 0 0
28708 0.025217 -0.049981 8 0 0
28709 0.018721 -0.052478 1 0 0
28725 0.026156 -0.049806 8 0 0
28726 0.023749 -0.050449 8 0 0
28727 0.019139 -0.052403 1 0 0
28745 0.022582 -0.050448 8 0 0
28746 0.023604 -0.050575 8 0 0
28747 0.015477 -0.052445 8 0 0
28764 0.019895 -0.051057 8 0 0
28765 0.015483 -0.052254 1 0 0
28766 0.026901 -0.049867 8 0 1
28782 0.015921 -0.052018 1 0 0
28783 0.021453 -0.051059 8 0 0
28784 0.019986 -0.051617 8 0 0
28801 0.028209 -0.049314 8 0 0
28802 0.021130 -0.051130 8 0 0
28803 0.014722 -0.052862 1 0 1
28819 0.024233 -0.050352 8 0 0
28820 0.017350 -0.051789 8 0 0
28821 0.015605 -0.052514 8 0 0
28837 0.022305 -0.050833 8 0 1
28838 0.014659 -0.052233 1 0 1
28839 0.024371 -0.050541 8 0 0
28854 0.011587 -0.053417 1 0 0
28855 0.015718 -0.052359 1 0 0
28856 0.031161 -0.049154 8 0 1
28870 0.017370 -0.052017 8 0 1
28871 0.019520 -0.051383 8 0 0
28872 0.017374 -0.052021 8 0 0
28888 0.024576 -0.050239 8 0 0
28889 0.022602 -0.050821 8 0 0
28890 0.015166 -0.052572 1 0 0
28905 0.014443 -0.053137 1 0 1
28906 0.018690 -0.051409 8 0 1
28907 0.027427 -0.049383 8 0 0
28921 0.017139 -0.052076 8 0 0
28922 0.019790 -0.051357 8 0 1
28923 0.017118 -0.052080 8 0 0
28941 0.025891 -0.049859 8 0 0
28942 0.022885 -0.050776 8 0 0
28943 0.015233 -0.052540 1 0 0
28960 0.014355 -0.053019 1 0 0
28961 0.021887 -0.051054 8 0 0
28962 0.014358 -0.053018 1 0 0
28978 0.016660 -0.052224 8 0 0
28979 0.017093 -0.051807 8 0 0
28980 0.016673 -0.052220 8 0 1
28996 0.016153 -0.052241 8 0 0
28997 0.020007 -0.051282 8 0 0
28998 0.016146 -0.052243 8 0 0
